Local Authority,Sum of Value,Measures,Year,Quarter,Month,Attribute
Blackburn with Darwen,14.2,Confidence,2025,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,11.5,Confidence,2025,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,11.6,Confidence,2025,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,5.3,Confidence,2025,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,7.3,Confidence,2025,Qtr 2,June,16+ unemployment rate - ethnic minority
Blackburn with Darwen,7.8,Confidence,2025,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,9.8,Confidence,2025,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,12.8,Confidence,2025,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,9.4,Confidence,2025,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,14.2,Confidence,2025,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,11.7,Confidence,2025,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,11.1,Confidence,2025,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,11.2,Confidence,2025,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,5.1,Confidence,2025,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,6.2,Confidence,2025,Qtr 4,December,16+ unemployment rate - ethnic minority
Blackburn with Darwen,7.2,Confidence,2025,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,8.9,Confidence,2025,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,12.2,Confidence,2025,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,25800,Denominator,2013,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,12400,Denominator,2013,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,13400,Denominator,2013,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,33500,Denominator,2013,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,33200,Denominator,2013,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,66700,Denominator,2013,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,14900,Denominator,2013,Qtr 2,June,16+ unemployment rate - ethnic minority
Blackburn with Darwen,51400,Denominator,2013,Qtr 2,June,16+ unemployment rate - white
Blackburn with Darwen,500,Denominator,2013,Qtr 2,June,16+ unemployment rate for all Black or black British
Blackburn with Darwen,5900,Denominator,2013,Qtr 2,June,16+ unemployment rate for all Indians
Blackburn with Darwen,1000,Denominator,2013,Qtr 2,June,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,7000,Denominator,2013,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,27100,Denominator,2013,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,13000,Denominator,2013,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,14100,Denominator,2013,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,33200,Denominator,2013,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,32300,Denominator,2013,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,65500,Denominator,2013,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,15100,Denominator,2013,Qtr 4,December,16+ unemployment rate - ethnic minority
Blackburn with Darwen,50000,Denominator,2013,Qtr 4,December,16+ unemployment rate - white
Blackburn with Darwen,500,Denominator,2013,Qtr 4,December,16+ unemployment rate for all Black or black British
Blackburn with Darwen,6800,Denominator,2013,Qtr 4,December,16+ unemployment rate for all Indians
Blackburn with Darwen,1000,Denominator,2013,Qtr 4,December,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,6400,Denominator,2013,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,28100,Denominator,2014,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,13700,Denominator,2014,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,14400,Denominator,2014,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31900,Denominator,2014,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,32000,Denominator,2014,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,63900,Denominator,2014,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,15700,Denominator,2014,Qtr 2,June,16+ unemployment rate - ethnic minority
Blackburn with Darwen,48000,Denominator,2014,Qtr 2,June,16+ unemployment rate - white
Blackburn with Darwen,7800,Denominator,2014,Qtr 2,June,16+ unemployment rate for all Indians
Blackburn with Darwen,600,Denominator,2014,Qtr 2,June,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,6700,Denominator,2014,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,23600,Denominator,2014,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11400,Denominator,2014,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,12200,Denominator,2014,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,28800,Denominator,2014,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,13500,Denominator,2014,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,15300,Denominator,2014,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31400,Denominator,2014,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,31000,Denominator,2014,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,62500,Denominator,2014,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,16500,Denominator,2014,Qtr 4,December,16+ unemployment rate - ethnic minority
Blackburn with Darwen,48200,Denominator,2014,Qtr 4,December,16+ unemployment rate - white
Blackburn with Darwen,8000,Denominator,2014,Qtr 4,December,16+ unemployment rate for all Indians
Blackburn with Darwen,1200,Denominator,2014,Qtr 4,December,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,7100,Denominator,2014,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,22600,Denominator,2014,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11200,Denominator,2014,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11400,Denominator,2014,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,28700,Denominator,2015,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,13700,Denominator,2015,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,15000,Denominator,2015,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31700,Denominator,2015,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,31300,Denominator,2015,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,63000,Denominator,2015,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,16700,Denominator,2015,Qtr 2,June,16+ unemployment rate - ethnic minority
Blackburn with Darwen,49900,Denominator,2015,Qtr 2,June,16+ unemployment rate - white
Blackburn with Darwen,8400,Denominator,2015,Qtr 2,June,16+ unemployment rate for all Indians
Blackburn with Darwen,2200,Denominator,2015,Qtr 2,June,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,5500,Denominator,2015,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,21200,Denominator,2015,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11300,Denominator,2015,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,9900,Denominator,2015,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,29300,Denominator,2015,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,14300,Denominator,2015,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,15000,Denominator,2015,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31200,Denominator,2015,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,31200,Denominator,2015,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,62500,Denominator,2015,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,17800,Denominator,2015,Qtr 4,December,16+ unemployment rate - ethnic minority
Blackburn with Darwen,47800,Denominator,2015,Qtr 4,December,16+ unemployment rate - white
Blackburn with Darwen,8600,Denominator,2015,Qtr 4,December,16+ unemployment rate for all Indians
Blackburn with Darwen,1900,Denominator,2015,Qtr 4,December,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,6000,Denominator,2015,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,20400,Denominator,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11300,Denominator,2015,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,9100,Denominator,2015,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,29000,Denominator,2016,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,13900,Denominator,2016,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,15100,Denominator,2016,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31600,Denominator,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,31200,Denominator,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,62800,Denominator,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,18000,Denominator,2016,Qtr 2,June,16+ unemployment rate - ethnic minority
Blackburn with Darwen,47400,Denominator,2016,Qtr 2,June,16+ unemployment rate - white
Blackburn with Darwen,1100,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Black or black British
Blackburn with Darwen,9000,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Indians
Blackburn with Darwen,1300,Denominator,2016,Qtr 2,June,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,5900,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,20200,Denominator,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,10800,Denominator,2016,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,9400,Denominator,2016,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,29600,Denominator,2016,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,14100,Denominator,2016,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,15500,Denominator,2016,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31500,Denominator,2016,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,30900,Denominator,2016,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,62400,Denominator,2016,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Blackburn with Darwen,17500,Denominator,2016,Qtr 4,December,16+ unemployment rate - ethnic minority
Blackburn with Darwen,48200,Denominator,2016,Qtr 4,December,16+ unemployment rate - white
Blackburn with Darwen,1000,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Black or black British
Blackburn with Darwen,9000,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Indians
Blackburn with Darwen,1300,Denominator,2016,Qtr 4,December,16+ unemployment rate for all other ethnic group
Blackburn with Darwen,5600,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
Blackburn with Darwen,21800,Denominator,2016,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,10600,Denominator,2016,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,11200,Denominator,2016,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Blackburn with Darwen,31400,Denominator,2017,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Blackburn with Darwen,14500,Denominator,2017,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Blackburn with Darwen,16900,Denominator,2017,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Blackburn with Darwen,31900,Denominator,2017,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Blackburn with Darwen,29500,Denominator,2017,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Blackburn with Darwen,61400,Denominator,2017,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
