Region name,Transaction,Year,Sum of Value
Fylde,"Other current transfers, received",2005,26
Fylde,"Other current transfers, received",2006,17
Fylde,"Other current transfers, received",2007,28
Fylde,"Other current transfers, received",2008,26
Fylde,"Other current transfers, received",2009,22
Fylde,"Other current transfers, received",2010,20
Fylde,"Other current transfers, received",2011,28
Fylde,"Other current transfers, received",2012,34
Fylde,"Other current transfers, received",2013,31
Fylde,"Other current transfers, received",2014,35
Fylde,"Other current transfers, received",2015,32
Fylde,"Other current transfers, received",2016,32
Fylde,"Other current transfers, received",2017,33
Fylde,"Other current transfers, received",2018,35
Fylde,"Other current transfers, received",2019,34
Fylde,"Other current transfers, received",2020,35
Fylde,"Other current transfers, received",2021,28
Fylde,"Other current transfers, received",2022,39
Fylde,Primary resources total,1997,1002
Fylde,Primary resources total,1998,1030
Fylde,Primary resources total,1999,1064
Fylde,Primary resources total,2000,1156
Fylde,Primary resources total,2001,1184
Fylde,Primary resources total,2002,1225
Fylde,Primary resources total,2003,1282
Fylde,Primary resources total,2004,1371
Fylde,Primary resources total,2005,1417
Fylde,Primary resources total,2006,1472
Fylde,Primary resources total,2007,1567
Fylde,Primary resources total,2008,1611
Fylde,Primary resources total,2009,1496
Fylde,Primary resources total,2010,1530
Fylde,Primary resources total,2011,1508
Fylde,Primary resources total,2012,1496
Fylde,Primary resources total,2013,1522
Fylde,Primary resources total,2014,1554
Fylde,Primary resources total,2015,1659
Fylde,Primary resources total,2016,1692
Fylde,Primary resources total,2017,1737
Fylde,Primary resources total,2018,1804
Fylde,Primary resources total,2019,1870
Fylde,Primary resources total,2020,1808
Fylde,Primary resources total,2021,1926
Fylde,Primary resources total,2022,2145
Fylde,Primary uses total,1997,56
Fylde,Primary uses total,1998,60
Fylde,Primary uses total,1999,58
Fylde,Primary uses total,2000,74
Fylde,Primary uses total,2001,69
Fylde,Primary uses total,2002,66
Fylde,Primary uses total,2003,73
Fylde,Primary uses total,2004,95
Fylde,Primary uses total,2005,96
Fylde,Primary uses total,2006,101
Fylde,Primary uses total,2007,126
Fylde,Primary uses total,2008,155
Fylde,Primary uses total,2009,57
Fylde,Primary uses total,2010,38
Fylde,Primary uses total,2011,40
Fylde,Primary uses total,2012,38
Fylde,Primary uses total,2013,32
Fylde,Primary uses total,2014,37
Fylde,Primary uses total,2015,45
Fylde,Primary uses total,2016,49
Fylde,Primary uses total,2017,38
Fylde,Primary uses total,2018,47
Fylde,Primary uses total,2019,41
Fylde,Primary uses total,2020,28
Fylde,Primary uses total,2021,30
Fylde,Primary uses total,2022,60
Fylde,"Property income, paid",1997,56
Fylde,"Property income, paid",1998,60
Fylde,"Property income, paid",1999,58
Fylde,"Property income, paid",2000,74
Fylde,"Property income, paid",2001,69
Fylde,"Property income, paid",2002,66
Fylde,"Property income, paid",2003,73
Fylde,"Property income, paid",2004,95
Fylde,"Property income, paid",2005,96
Fylde,"Property income, paid",2006,101
Fylde,"Property income, paid",2007,126
Fylde,"Property income, paid",2008,155
Fylde,"Property income, paid",2009,57
Fylde,"Property income, paid",2010,38
Fylde,"Property income, paid",2011,40
Fylde,"Property income, paid",2012,38
Fylde,"Property income, paid",2013,32
Fylde,"Property income, paid",2014,37
Fylde,"Property income, paid",2015,45
Fylde,"Property income, paid",2016,49
Fylde,"Property income, paid",2017,38
Fylde,"Property income, paid",2018,47
Fylde,"Property income, paid",2019,41
Fylde,"Property income, paid",2020,28
Fylde,"Property income, paid",2021,30
Fylde,"Property income, paid",2022,60
Fylde,"Property income, received",1997,233
Fylde,"Property income, received",1998,244
Fylde,"Property income, received",1999,233
Fylde,"Property income, received",2000,278
Fylde,"Property income, received",2001,263
Fylde,"Property income, received",2002,268
Fylde,"Property income, received",2003,276
Fylde,"Property income, received",2004,307
Fylde,"Property income, received",2005,334
Fylde,"Property income, received",2006,333
Fylde,"Property income, received",2007,380
Fylde,"Property income, received",2008,394
Fylde,"Property income, received",2009,309
Fylde,"Property income, received",2010,324
Fylde,"Property income, received",2011,312
Fylde,"Property income, received",2012,291
Fylde,"Property income, received",2013,307
Fylde,"Property income, received",2014,315
Fylde,"Property income, received",2015,355
Fylde,"Property income, received",2016,321
Fylde,"Property income, received",2017,324
Fylde,"Property income, received",2018,340
Fylde,"Property income, received",2019,340
Fylde,"Property income, received",2020,275
Fylde,"Property income, received",2021,327
Fylde,"Property income, received",2022,435
Fylde,Secondary resources total,1997,243
Fylde,Secondary resources total,1998,245
Fylde,Secondary resources total,1999,254
Fylde,Secondary resources total,2000,273
Fylde,Secondary resources total,2001,301
Fylde,Secondary resources total,2002,303
Fylde,Secondary resources total,2003,320
Fylde,Secondary resources total,2004,334
Fylde,Secondary resources total,2005,352
Fylde,Secondary resources total,2006,361
Fylde,Secondary resources total,2007,393
Fylde,Secondary resources total,2008,422
Fylde,Secondary resources total,2009,459
Fylde,Secondary resources total,2010,479
Fylde,Secondary resources total,2011,499
Fylde,Secondary resources total,2012,528
Fylde,Secondary resources total,2013,540
Fylde,Secondary resources total,2014,550
Fylde,Secondary resources total,2015,573
Fylde,Secondary resources total,2016,588
Fylde,Secondary resources total,2017,595
Fylde,Secondary resources total,2018,638
Fylde,Secondary resources total,2019,670
Fylde,Secondary resources total,2020,657
Fylde,Secondary resources total,2021,684
Fylde,Secondary resources total,2022,728
Fylde,Secondary uses total,1997,317
Fylde,Secondary uses total,1998,338
Fylde,Secondary uses total,1999,349
Fylde,Secondary uses total,2000,375
Fylde,Secondary uses total,2001,398
Fylde,Secondary uses total,2002,420
Fylde,Secondary uses total,2003,445
Fylde,Secondary uses total,2004,481
Fylde,Secondary uses total,2005,503
Fylde,Secondary uses total,2006,510
Fylde,Secondary uses total,2007,562
Fylde,Secondary uses total,2008,576
Fylde,Secondary uses total,2009,546
Fylde,Secondary uses total,2010,593
Fylde,Secondary uses total,2011,585
Fylde,Secondary uses total,2012,575
Fylde,Secondary uses total,2013,577
Fylde,Secondary uses total,2014,567
Fylde,Secondary uses total,2015,595
Fylde,Secondary uses total,2016,613
Fylde,Secondary uses total,2017,634
Fylde,Secondary uses total,2018,653
Fylde,Secondary uses total,2019,683
Fylde,Secondary uses total,2020,658
Fylde,Secondary uses total,2021,710
Fylde,Secondary uses total,2022,800
Fylde,Social contributions/Social benefits paid,1997,173
Fylde,Social contributions/Social benefits paid,1998,176
Fylde,Social contributions/Social benefits paid,1999,181
Fylde,Social contributions/Social benefits paid,2000,202
Fylde,Social contributions/Social benefits paid,2001,206
Fylde,Social contributions/Social benefits paid,2002,220
Fylde,Social contributions/Social benefits paid,2003,235
Fylde,Social contributions/Social benefits paid,2004,257
Fylde,Social contributions/Social benefits paid,2005,266
Fylde,Social contributions/Social benefits paid,2006,276
Fylde,Social contributions/Social benefits paid,2007,303
Fylde,Social contributions/Social benefits paid,2008,303
Fylde,Social contributions/Social benefits paid,2009,285
Fylde,Social contributions/Social benefits paid,2010,337
Fylde,Social contributions/Social benefits paid,2011,322
Fylde,Social contributions/Social benefits paid,2012,317
Fylde,Social contributions/Social benefits paid,2013,319
Fylde,Social contributions/Social benefits paid,2014,306
Fylde,Social contributions/Social benefits paid,2015,324
Fylde,Social contributions/Social benefits paid,2016,331
Fylde,Social contributions/Social benefits paid,2017,341
Fylde,Social contributions/Social benefits paid,2018,350
Fylde,Social contributions/Social benefits paid,2019,378
Fylde,Social contributions/Social benefits paid,2020,351
Fylde,Social contributions/Social benefits paid,2021,367
Fylde,Social contributions/Social benefits paid,2022,427
Hyndburn,Balance of primary incomes,1997,662
Hyndburn,Balance of primary incomes,1998,684
Hyndburn,Balance of primary incomes,1999,720
Hyndburn,Balance of primary incomes,2000,764
Hyndburn,Balance of primary incomes,2001,798
Hyndburn,Balance of primary incomes,2002,825
Hyndburn,Balance of primary incomes,2003,845
Hyndburn,Balance of primary incomes,2004,902
Hyndburn,Balance of primary incomes,2005,947
Hyndburn,Balance of primary incomes,2006,980
Hyndburn,Balance of primary incomes,2007,1042
Hyndburn,Balance of primary incomes,2008,1058
Hyndburn,Balance of primary incomes,2009,1048
Hyndburn,Balance of primary incomes,2010,1084
Hyndburn,Balance of primary incomes,2011,1079
Hyndburn,Balance of primary incomes,2012,1069
Hyndburn,Balance of primary incomes,2013,1063
Hyndburn,Balance of primary incomes,2014,1078
Hyndburn,Balance of primary incomes,2015,1146
Hyndburn,Balance of primary incomes,2016,1189
Hyndburn,Balance of primary incomes,2017,1220
Hyndburn,Balance of primary incomes,2018,1250
Hyndburn,Balance of primary incomes,2019,1313
Hyndburn,Balance of primary incomes,2020,1280
Hyndburn,Balance of primary incomes,2021,1326
Hyndburn,Balance of primary incomes,2022,1425
Hyndburn,Balance of secondary income,1997,-68
Hyndburn,Balance of secondary income,1998,-83
Hyndburn,Balance of secondary income,1999,-87
Hyndburn,Balance of secondary income,2000,-107
Hyndburn,Balance of secondary income,2001,-106
Hyndburn,Balance of secondary income,2002,-117
Hyndburn,Balance of secondary income,2003,-117
Hyndburn,Balance of secondary income,2004,-134
Hyndburn,Balance of secondary income,2005,-140
Hyndburn,Balance of secondary income,2006,-144
Hyndburn,Balance of secondary income,2007,-169
Hyndburn,Balance of secondary income,2008,-151
Hyndburn,Balance of secondary income,2009,-86
Hyndburn,Balance of secondary income,2010,-122
Hyndburn,Balance of secondary income,2011,-96
Hyndburn,Balance of secondary income,2012,-60
Hyndburn,Balance of secondary income,2013,-24
Hyndburn,Balance of secondary income,2014,-28
Hyndburn,Balance of secondary income,2015,-54
Hyndburn,Balance of secondary income,2016,-57
Hyndburn,Balance of secondary income,2017,-58
Hyndburn,Balance of secondary income,2018,-61
Hyndburn,Balance of secondary income,2019,-59
Hyndburn,Balance of secondary income,2020,-19
Hyndburn,Balance of secondary income,2021,-68
Hyndburn,Balance of secondary income,2022,-112
Hyndburn,Compensation of employees,1997,448
Hyndburn,Compensation of employees,1998,465
Hyndburn,Compensation of employees,1999,492
Hyndburn,Compensation of employees,2000,525
Hyndburn,Compensation of employees,2001,565
Hyndburn,Compensation of employees,2002,586
Hyndburn,Compensation of employees,2003,613
Hyndburn,Compensation of employees,2004,656
Hyndburn,Compensation of employees,2005,684
Hyndburn,Compensation of employees,2006,715
Hyndburn,Compensation of employees,2007,770
Hyndburn,Compensation of employees,2008,792
Hyndburn,Compensation of employees,2009,775
Hyndburn,Compensation of employees,2010,794
Hyndburn,Compensation of employees,2011,796
Hyndburn,Compensation of employees,2012,790
Hyndburn,Compensation of employees,2013,779
Hyndburn,Compensation of employees,2014,794
Hyndburn,Compensation of employees,2015,825
Hyndburn,Compensation of employees,2016,874
Hyndburn,Compensation of employees,2017,900
Hyndburn,Compensation of employees,2018,929
Hyndburn,Compensation of employees,2019,961
Hyndburn,Compensation of employees,2020,978
Hyndburn,Compensation of employees,2021,1008
Hyndburn,Compensation of employees,2022,1072
Hyndburn,"Current taxes on income, wealth etc",1997,80
Hyndburn,"Current taxes on income, wealth etc",1998,92
Hyndburn,"Current taxes on income, wealth etc",1999,98
Hyndburn,"Current taxes on income, wealth etc",2000,103
Hyndburn,"Current taxes on income, wealth etc",2001,112
Hyndburn,"Current taxes on income, wealth etc",2002,117
Hyndburn,"Current taxes on income, wealth etc",2003,122
Hyndburn,"Current taxes on income, wealth etc",2004,130
Hyndburn,"Current taxes on income, wealth etc",2005,136
Hyndburn,"Current taxes on income, wealth etc",2006,141
Hyndburn,"Current taxes on income, wealth etc",2007,154
Hyndburn,"Current taxes on income, wealth etc",2008,164
Hyndburn,"Current taxes on income, wealth etc",2009,154
Hyndburn,"Current taxes on income, wealth etc",2010,150
Hyndburn,"Current taxes on income, wealth etc",2011,149
Hyndburn,"Current taxes on income, wealth etc",2012,143
Hyndburn,"Current taxes on income, wealth etc",2013,141
Hyndburn,"Current taxes on income, wealth etc",2014,143
Hyndburn,"Current taxes on income, wealth etc",2015,145
Hyndburn,"Current taxes on income, wealth etc",2016,150
Hyndburn,"Current taxes on income, wealth etc",2017,157
Hyndburn,"Current taxes on income, wealth etc",2018,161
Hyndburn,"Current taxes on income, wealth etc",2019,164
Hyndburn,"Current taxes on income, wealth etc",2020,165
Hyndburn,"Current taxes on income, wealth etc",2021,180
Hyndburn,"Current taxes on income, wealth etc",2022,197
Hyndburn,Gross Disposable Income,1997,594
Hyndburn,Gross Disposable Income,1998,601
Hyndburn,Gross Disposable Income,1999,633
Hyndburn,Gross Disposable Income,2000,657
Hyndburn,Gross Disposable Income,2001,692
Hyndburn,Gross Disposable Income,2002,708
Hyndburn,Gross Disposable Income,2003,728
