Local Authority,Statistics,Sex,Pay Type,Attribute,Sum of Value
Wyre,Median,Male,Annual pay - gross,Confidence,234
Wyre,Median,Male,Annual pay - gross,Value,422207
Blackburn with Darwen,Median,Male,Hourly pay - gross,Confidence,128.7
Blackburn with Darwen,Median,Male,Hourly pay - gross,Value,213.01
Blackpool,Median,Male,Hourly pay - gross,Confidence,130.1
Blackpool,Median,Male,Hourly pay - gross,Value,190.44
Burnley,Median,Male,Hourly pay - gross,Confidence,166.8
Burnley,Median,Male,Hourly pay - gross,Value,214.08
Chorley,Median,Male,Hourly pay - gross,Confidence,157.6
Chorley,Median,Male,Hourly pay - gross,Value,255.98
Fylde,Median,Male,Hourly pay - gross,Confidence,217.1
Fylde,Median,Male,Hourly pay - gross,Value,295.42
Great Britain,Median,Male,Hourly pay - gross,Confidence,4.3
Great Britain,Median,Male,Hourly pay - gross,Value,260.01
Hyndburn,Median,Male,Hourly pay - gross,Confidence,162.2
Hyndburn,Median,Male,Hourly pay - gross,Value,216.08
Lancaster,Median,Male,Hourly pay - gross,Confidence,140.5
Lancaster,Median,Male,Hourly pay - gross,Value,243.87
North West,Median,Male,Hourly pay - gross,Confidence,19.6
North West,Median,Male,Hourly pay - gross,Value,242.93
Pendle,Median,Male,Hourly pay - gross,Confidence,161.3
Pendle,Median,Male,Hourly pay - gross,Value,216.16
Preston,Median,Male,Hourly pay - gross,Confidence,140.4
Preston,Median,Male,Hourly pay - gross,Value,224.87
Ribble Valley,Median,Male,Hourly pay - gross,Confidence,250
Ribble Valley,Median,Male,Hourly pay - gross,Value,288.7
Rossendale,Median,Male,Hourly pay - gross,Confidence,254.2
Rossendale,Median,Male,Hourly pay - gross,Value,217.49
South Ribble,Median,Male,Hourly pay - gross,Confidence,156.4
South Ribble,Median,Male,Hourly pay - gross,Value,250.36
West Lancashire,Median,Male,Hourly pay - gross,Confidence,183.9
West Lancashire,Median,Male,Hourly pay - gross,Value,247.55
Wyre,Median,Male,Hourly pay - gross,Confidence,213.3
Wyre,Median,Male,Hourly pay - gross,Value,230.42
Blackburn with Darwen,Median,Male,Weekly pay - gross,Confidence,142.8
Blackburn with Darwen,Median,Male,Weekly pay - gross,Value,8293
Blackpool,Median,Male,Weekly pay - gross,Confidence,134.1
Blackpool,Median,Male,Weekly pay - gross,Value,7458.9
Burnley,Median,Male,Weekly pay - gross,Confidence,171.3
Burnley,Median,Male,Weekly pay - gross,Value,8573
Chorley,Median,Male,Weekly pay - gross,Confidence,163.4
Chorley,Median,Male,Weekly pay - gross,Value,9802.4
Fylde,Median,Male,Weekly pay - gross,Confidence,216.2
Fylde,Median,Male,Weekly pay - gross,Value,11182.8
Great Britain,Median,Male,Weekly pay - gross,Confidence,4.3
Great Britain,Median,Male,Weekly pay - gross,Value,10161
Hyndburn,Median,Male,Weekly pay - gross,Confidence,186.5
Hyndburn,Median,Male,Weekly pay - gross,Value,8553.5
Lancaster,Median,Male,Weekly pay - gross,Confidence,143.5
Lancaster,Median,Male,Weekly pay - gross,Value,9337.3
North West,Median,Male,Weekly pay - gross,Confidence,20.7
North West,Median,Male,Weekly pay - gross,Value,9503.8
Pendle,Median,Male,Weekly pay - gross,Confidence,170.8
Pendle,Median,Male,Weekly pay - gross,Value,8539.4
Preston,Median,Male,Weekly pay - gross,Confidence,149.1
Preston,Median,Male,Weekly pay - gross,Value,8750
Ribble Valley,Median,Male,Weekly pay - gross,Confidence,243.1
Ribble Valley,Median,Male,Weekly pay - gross,Value,11222.3
Rossendale,Median,Male,Weekly pay - gross,Confidence,251
Rossendale,Median,Male,Weekly pay - gross,Value,8131.5
South Ribble,Median,Male,Weekly pay - gross,Confidence,157.7
South Ribble,Median,Male,Weekly pay - gross,Value,9928.5
West Lancashire,Median,Male,Weekly pay - gross,Confidence,170.8
West Lancashire,Median,Male,Weekly pay - gross,Value,9675.9
Wyre,Median,Male,Weekly pay - gross,Confidence,216.4
Wyre,Median,Male,Weekly pay - gross,Value,8613.2
Blackburn with Darwen,Median,Part Time Workers,Annual pay - gross,Confidence,166.5
Blackburn with Darwen,Median,Part Time Workers,Annual pay - gross,Value,158745
Blackpool,Median,Part Time Workers,Annual pay - gross,Confidence,209
Blackpool,Median,Part Time Workers,Annual pay - gross,Value,148124
Burnley,Median,Part Time Workers,Annual pay - gross,Confidence,174
Burnley,Median,Part Time Workers,Annual pay - gross,Value,118441
Chorley,Median,Part Time Workers,Annual pay - gross,Confidence,183
Chorley,Median,Part Time Workers,Annual pay - gross,Value,143437
Fylde,Median,Part Time Workers,Annual pay - gross,Confidence,78
Fylde,Median,Part Time Workers,Annual pay - gross,Value,44355
Great Britain,Median,Part Time Workers,Annual pay - gross,Confidence,14.2
Great Britain,Median,Part Time Workers,Annual pay - gross,Value,186545
Hyndburn,Median,Part Time Workers,Annual pay - gross,Confidence,160
Hyndburn,Median,Part Time Workers,Annual pay - gross,Value,94488
Lancaster,Median,Part Time Workers,Annual pay - gross,Confidence,171
Lancaster,Median,Part Time Workers,Annual pay - gross,Value,142064
North West,Median,Part Time Workers,Annual pay - gross,Confidence,50.5
North West,Median,Part Time Workers,Annual pay - gross,Value,183933
Pendle,Median,Part Time Workers,Annual pay - gross,Confidence,124
Pendle,Median,Part Time Workers,Annual pay - gross,Value,73582
Preston,Median,Part Time Workers,Annual pay - gross,Confidence,186.4
Preston,Median,Part Time Workers,Annual pay - gross,Value,138918
Ribble Valley,Median,Part Time Workers,Annual pay - gross,Confidence,69
Ribble Valley,Median,Part Time Workers,Annual pay - gross,Value,40939
Rossendale,Median,Part Time Workers,Annual pay - gross,Confidence,154
Rossendale,Median,Part Time Workers,Annual pay - gross,Value,95154
South Ribble,Median,Part Time Workers,Annual pay - gross,Confidence,178
South Ribble,Median,Part Time Workers,Annual pay - gross,Value,113829
West Lancashire,Median,Part Time Workers,Annual pay - gross,Confidence,168
West Lancashire,Median,Part Time Workers,Annual pay - gross,Value,108602
Wyre,Median,Part Time Workers,Annual pay - gross,Confidence,180
Wyre,Median,Part Time Workers,Annual pay - gross,Value,116247
Blackburn with Darwen,Median,Part Time Workers,Hourly pay - gross,Confidence,110.9
Blackburn with Darwen,Median,Part Time Workers,Hourly pay - gross,Value,158.98
Blackpool,Median,Part Time Workers,Hourly pay - gross,Confidence,85
Blackpool,Median,Part Time Workers,Hourly pay - gross,Value,152.96
Burnley,Median,Part Time Workers,Hourly pay - gross,Confidence,120.8
Burnley,Median,Part Time Workers,Hourly pay - gross,Value,157.27
Chorley,Median,Part Time Workers,Hourly pay - gross,Confidence,126.4
Chorley,Median,Part Time Workers,Hourly pay - gross,Value,179.11
Fylde,Median,Part Time Workers,Hourly pay - gross,Confidence,184.4
Fylde,Median,Part Time Workers,Hourly pay - gross,Value,178.74
Great Britain,Median,Part Time Workers,Hourly pay - gross,Confidence,4.5
Great Britain,Median,Part Time Workers,Hourly pay - gross,Value,173.99
Hyndburn,Median,Part Time Workers,Hourly pay - gross,Confidence,130.1
Hyndburn,Median,Part Time Workers,Hourly pay - gross,Value,161.35
Lancaster,Median,Part Time Workers,Hourly pay - gross,Confidence,108.2
Lancaster,Median,Part Time Workers,Hourly pay - gross,Value,167.07
North West,Median,Part Time Workers,Hourly pay - gross,Confidence,15.5
North West,Median,Part Time Workers,Hourly pay - gross,Value,166.91
Pendle,Median,Part Time Workers,Hourly pay - gross,Confidence,148
Pendle,Median,Part Time Workers,Hourly pay - gross,Value,165.89
Preston,Median,Part Time Workers,Hourly pay - gross,Confidence,104.8
Preston,Median,Part Time Workers,Hourly pay - gross,Value,162.66
Ribble Valley,Median,Part Time Workers,Hourly pay - gross,Confidence,166.9
Ribble Valley,Median,Part Time Workers,Hourly pay - gross,Value,136.17
Rossendale,Median,Part Time Workers,Hourly pay - gross,Confidence,149.8
Rossendale,Median,Part Time Workers,Hourly pay - gross,Value,159.81
South Ribble,Median,Part Time Workers,Hourly pay - gross,Confidence,121.2
South Ribble,Median,Part Time Workers,Hourly pay - gross,Value,167.11
West Lancashire,Median,Part Time Workers,Hourly pay - gross,Confidence,153.7
West Lancashire,Median,Part Time Workers,Hourly pay - gross,Value,170.45
Wyre,Median,Part Time Workers,Hourly pay - gross,Confidence,145.4
Wyre,Median,Part Time Workers,Hourly pay - gross,Value,170.39
Blackburn with Darwen,Median,Part Time Workers,Weekly pay - gross,Confidence,184.5
Blackburn with Darwen,Median,Part Time Workers,Weekly pay - gross,Value,3299.7
Blackpool,Median,Part Time Workers,Weekly pay - gross,Confidence,200.7
Blackpool,Median,Part Time Workers,Weekly pay - gross,Value,3177.8
Burnley,Median,Part Time Workers,Weekly pay - gross,Confidence,254.1
Burnley,Median,Part Time Workers,Weekly pay - gross,Value,3169.7
Chorley,Median,Part Time Workers,Weekly pay - gross,Confidence,237
Chorley,Median,Part Time Workers,Weekly pay - gross,Value,3583.9
Fylde,Median,Part Time Workers,Weekly pay - gross,Confidence,222
Fylde,Median,Part Time Workers,Weekly pay - gross,Value,2563.7
Great Britain,Median,Part Time Workers,Weekly pay - gross,Confidence,8.2
Great Britain,Median,Part Time Workers,Weekly pay - gross,Value,3433.4
Hyndburn,Median,Part Time Workers,Weekly pay - gross,Confidence,251.8
Hyndburn,Median,Part Time Workers,Weekly pay - gross,Value,3153.9
Lancaster,Median,Part Time Workers,Weekly pay - gross,Confidence,203.8
Lancaster,Median,Part Time Workers,Weekly pay - gross,Value,3398.3
North West,Median,Part Time Workers,Weekly pay - gross,Confidence,27.9
North West,Median,Part Time Workers,Weekly pay - gross,Value,3389.5
Pendle,Median,Part Time Workers,Weekly pay - gross,Confidence,245.6
Pendle,Median,Part Time Workers,Weekly pay - gross,Value,3237.6
Preston,Median,Part Time Workers,Weekly pay - gross,Confidence,196.4
Preston,Median,Part Time Workers,Weekly pay - gross,Value,3217.1
Ribble Valley,Median,Part Time Workers,Weekly pay - gross,Confidence,252
Ribble Valley,Median,Part Time Workers,Weekly pay - gross,Value,2785.1
Rossendale,Median,Part Time Workers,Weekly pay - gross,Confidence,202.6
Rossendale,Median,Part Time Workers,Weekly pay - gross,Value,2320.9
South Ribble,Median,Part Time Workers,Weekly pay - gross,Confidence,225.2
South Ribble,Median,Part Time Workers,Weekly pay - gross,Value,3350.1
West Lancashire,Median,Part Time Workers,Weekly pay - gross,Confidence,270
West Lancashire,Median,Part Time Workers,Weekly pay - gross,Value,3334.9
Wyre,Median,Part Time Workers,Weekly pay - gross,Confidence,252
Wyre,Median,Part Time Workers,Weekly pay - gross,Value,3272.9
Blackburn with Darwen,Median,Total,Annual pay - gross,Confidence,138
Blackburn with Darwen,Median,Total,Annual pay - gross,Value,366796
Blackpool,Median,Total,Annual pay - gross,Confidence,138.1
Blackpool,Median,Total,Annual pay - gross,Value,309211
Burnley,Median,Total,Annual pay - gross,Confidence,176.3
Burnley,Median,Total,Annual pay - gross,Value,366543
Chorley,Median,Total,Annual pay - gross,Confidence,159.5
Chorley,Median,Total,Annual pay - gross,Value,416452
Fylde,Median,Total,Annual pay - gross,Confidence,255.7
Fylde,Median,Total,Annual pay - gross,Value,462897
Great Britain,Median,Total,Annual pay - gross,Confidence,5.1
Great Britain,Median,Total,Annual pay - gross,Value,443382
Hyndburn,Median,Total,Annual pay - gross,Confidence,191
Hyndburn,Median,Total,Annual pay - gross,Value,366134
Lancaster,Median,Total,Annual pay - gross,Confidence,181.8
Lancaster,Median,Total,Annual pay - gross,Value,386228
North West,Median,Total,Annual pay - gross,Confidence,24.1
North West,Median,Total,Annual pay - gross,Value,416899
Pendle,Median,Total,Annual pay - gross,Confidence,156.8
Pendle,Median,Total,Annual pay - gross,Value,337492
Preston,Median,Total,Annual pay - gross,Confidence,148.6
Preston,Median,Total,Annual pay - gross,Value,358533
Ribble Valley,Median,Total,Annual pay - gross,Confidence,198.3
Ribble Valley,Median,Total,Annual pay - gross,Value,408794
Rossendale,Median,Total,Annual pay - gross,Confidence,191.8
Rossendale,Median,Total,Annual pay - gross,Value,355688
South Ribble,Median,Total,Annual pay - gross,Confidence,154.4
South Ribble,Median,Total,Annual pay - gross,Value,427442
West Lancashire,Median,Total,Annual pay - gross,Confidence,173.4
West Lancashire,Median,Total,Annual pay - gross,Value,432330
Wyre,Median,Total,Annual pay - gross,Confidence,183.9
Wyre,Median,Total,Annual pay - gross,Value,372796
Blackburn with Darwen,Median,Total,Hourly pay - gross,Confidence,97
Blackburn with Darwen,Median,Total,Hourly pay - gross,Value,195.97
Blackpool,Median,Total,Hourly pay - gross,Confidence,79.7
Blackpool,Median,Total,Hourly pay - gross,Value,181.71
Burnley,Median,Total,Hourly pay - gross,Confidence,113
Burnley,Median,Total,Hourly pay - gross,Value,202.54
Chorley,Median,Total,Hourly pay - gross,Confidence,113.6
Chorley,Median,Total,Hourly pay - gross,Value,239.72
Fylde,Median,Total,Hourly pay - gross,Confidence,149.8
Fylde,Median,Total,Hourly pay - gross,Value,247.28
Great Britain,Median,Total,Hourly pay - gross,Confidence,3.4
Great Britain,Median,Total,Hourly pay - gross,Value,235.7
Hyndburn,Median,Total,Hourly pay - gross,Confidence,106
Hyndburn,Median,Total,Hourly pay - gross,Value,201.25
Lancaster,Median,Total,Hourly pay - gross,Confidence,113.3
Lancaster,Median,Total,Hourly pay - gross,Value,216.17
North West,Median,Total,Hourly pay - gross,Confidence,13.1
North West,Median,Total,Hourly pay - gross,Value,221.19
Pendle,Median,Total,Hourly pay - gross,Confidence,103.8
Pendle,Median,Total,Hourly pay - gross,Value,203.99
Preston,Median,Total,Hourly pay - gross,Confidence,91.5
Preston,Median,Total,Hourly pay - gross,Value,205.45
Ribble Valley,Median,Total,Hourly pay - gross,Confidence,182.7
Ribble Valley,Median,Total,Hourly pay - gross,Value,248.22
Rossendale,Median,Total,Hourly pay - gross,Confidence,133.7
Rossendale,Median,Total,Hourly pay - gross,Value,204.73
South Ribble,Median,Total,Hourly pay - gross,Confidence,105.4
South Ribble,Median,Total,Hourly pay - gross,Value,219.03
West Lancashire,Median,Total,Hourly pay - gross,Confidence,115.8
West Lancashire,Median,Total,Hourly pay - gross,Value,228.4
Wyre,Median,Total,Hourly pay - gross,Confidence,125
Wyre,Median,Total,Hourly pay - gross,Value,214.41
Blackburn with Darwen,Median,Total,Weekly pay - gross,Confidence,113.2
Blackburn with Darwen,Median,Total,Weekly pay - gross,Value,7068.1
Blackpool,Median,Total,Weekly pay - gross,Confidence,91.7
Blackpool,Median,Total,Weekly pay - gross,Value,6541
Burnley,Median,Total,Weekly pay - gross,Confidence,124.3
Burnley,Median,Total,Weekly pay - gross,Value,7518.6
Chorley,Median,Total,Weekly pay - gross,Confidence,123
Chorley,Median,Total,Weekly pay - gross,Value,8390.8
Fylde,Median,Total,Weekly pay - gross,Confidence,185.3
Fylde,Median,Total,Weekly pay - gross,Value,8640.1
Great Britain,Median,Total,Weekly pay - gross,Confidence,3.4
Great Britain,Median,Total,Weekly pay - gross,Value,8467
Hyndburn,Median,Total,Weekly pay - gross,Confidence,132.8
Hyndburn,Median,Total,Weekly pay - gross,Value,7401.5
Lancaster,Median,Total,Weekly pay - gross,Confidence,123.3
Lancaster,Median,Total,Weekly pay - gross,Value,7675.7
North West,Median,Total,Weekly pay - gross,Confidence,14.9
North West,Median,Total,Weekly pay - gross,Value,7986.2
Pendle,Median,Total,Weekly pay - gross,Confidence,127.7
Pendle,Median,Total,Weekly pay - gross,Value,7368
Preston,Median,Total,Weekly pay - gross,Confidence,104.7
Preston,Median,Total,Weekly pay - gross,Value,7290.7
Ribble Valley,Median,Total,Weekly pay - gross,Confidence,181.5
Ribble Valley,Median,Total,Weekly pay - gross,Value,8777.1
Rossendale,Median,Total,Weekly pay - gross,Confidence,166.4
Rossendale,Median,Total,Weekly pay - gross,Value,7545.3
South Ribble,Median,Total,Weekly pay - gross,Confidence,113.7
South Ribble,Median,Total,Weekly pay - gross,Value,8085.2
West Lancashire,Median,Total,Weekly pay - gross,Confidence,124.4
West Lancashire,Median,Total,Weekly pay - gross,Value,8259.8
Wyre,Median,Total,Weekly pay - gross,Confidence,141.1
Wyre,Median,Total,Weekly pay - gross,Value,7431.4
